Temperature,G6,G7,G8,G9,G10,G11,G12,G13,G14,H6,H7,H8,H9,H10,H11,H12,H13,H14,I6,I7,I8,I9,I10,I11,I12,I13,I14,J6,J7,J8,J9,J10,J11,J12,J13,J14
75,3505.583978,3467.453591,3431.275832,3485.482536,3393.143478,3493.921396,3550.699169,3457.190646,3545.634882,3412.214095,3474.939906,3479.266935,3458.463347,3483.836019,3486.878429,3504.76655,3492.690669,3525.990512,3534.664285,3464.308438,3464.150113,3530.931999,3477.145426,3512.652218,3478.965339,3601.261635,3574.388651,3517.24171,3437.907535,3419.116281,3496.967334,3525.758041,3500.864009,3464.185826,3553.776142,3534.448337
75.2,3500.084109,3461.993383,3426.306029,3480.05446,3388.354125,3488.359078,3545.081923,3451.988126,3540.447196,3407.070899,3469.512671,3473.775073,3453.170175,3478.460917,3481.545682,3499.058818,3487.095903,3520.18512,3529.206065,3459.34783,3458.813132,3525.335604,3471.892306,3506.969651,3473.501485,3595.469518,3568.677958,3511.763637,3432.590246,3414.12597,3491.407644,3519.935798,3494.922945,3458.157541,3548.056401,3529.619221
75.4,3494.569069,3456.630368,3421.466809,3474.843081,3383.661222,3482.763947,3539.628188,3446.522287,3535.175132,3401.709036,3463.976962,3468.175189,3448.082296,3473.266047,3476.232,3493.236398,3481.307543,3514.425976,3523.533268,3454.297082,3453.741059,3519.870455,3466.543975,3501.457717,3467.918923,3589.309911,3562.894453,3506.265281,3427.095009,3409.215287,3485.859535,3514.063567,3488.909101,3452.080652,3542.430462,3524.614836
75.6,3489.074768,3451.115908,3416.539024,3469.908539,3379.318006,3477.216406,3534.298306,3441.138655,3530.03454,3396.295632,3458.499711,3462.474873,3443.02943,3467.95003,3470.967296,3487.432852,3475.76686,3508.825705,3517.930018,3449.255121,3449.149088,3514.330263,3461.424652,3495.900008,3462.098632,3582.935513,3557.205525,3500.728579,3421.680413,3404.611159,3480.211187,3508.503263,3483.130091,3446.033397,3536.787651,3519.513274
75.8,3483.57323,3445.663412,3411.491698,3464.871218,3374.815039,3471.496158,3528.930222,3435.657672,3524.815704,3390.970477,3452.951463,3456.517964,3438.140538,3462.508256,3465.451086,3481.808812,3470.511074,3503.073916,3512.455896,3444.051052,3444.64173,3508.66781,3456.253085,3490.45393,3456.299544,3576.653272,3551.528434,3495.225112,3416.311027,3399.978482,3474.68485,3503.070175,3477.473708,3440.120778,3531.189921,3514.257193
76,3477.965691,3440.063738,3406.396119,3460.035827,3370.228407,3465.698778,3523.655569,3430.122161,3519.841968,3385.558024,3447.404356,3450.532053,3433.023947,3457.176065,3459.667326,3476.467238,3465.200999,3497.382037,3506.790235,3438.503545,3439.971594,3503.06247,3450.755645,3485.0365,3450.472059,3570.482766,3545.841426,3489.712861,3410.769615,3395.434351,3469.082044,3497.710876,3471.985305,3434.333875,3525.492809,3508.681861
76.2,3472.331303,3434.358169,3401.338913,3455.111472,3365.586577,3459.790801,3518.616405,3424.500674,3514.820524,3380.077611,3441.843415,3444.749398,3428.004477,3452.005573,3453.849529,3471.01729,3459.916499,3491.597045,3501.115821,3432.781815,3435.235458,3497.541569,3445.329397,3479.728828,3444.544093,3564.443565,3540.182927,3484.177477,3405.296906,3390.678732,3463.711023,3492.540867,3466.583272,3428.920229,3519.723426,3502.90937
76.4,3466.6693,3428.668681,3396.132502,3449.994554,3360.920361,3453.945046,3513.462845,3418.938432,3509.911343,3374.697402,3436.334879,3439.177105,3422.675173,3446.718554,3447.708121,3465.618557,3454.842079,3486.106971,3495.718414,3427.136417,3430.447326,3491.985622,3440.140089,3474.578971,3438.79944,3558.683365,3534.605417,3478.665734,3399.754929,3385.983325,3458.287396,3487.602096,3461.254795,3423.496531,3513.968155,3497.226077
76.6,3460.955589,3423.152167,3390.928689,3444.772705,3355.862458,3448.194028,3508.30836,3413.360018,3504.690153,3369.521533,3430.646344,3433.812207,3417.383649,3441.599884,3441.43135,3460.31163,3449.749048,3480.549052,3490.269293,3421.43579,3425.233944,3486.4057,3434.980332,3469.447617,3433.478009,3553.066968,3528.828594,3473.242246,3394.302731,3381.050839,3452.828924,3482.544838,3455.762846,3418.187732,3508.19609,3491.681806
76.8,3455.042994,3417.481763,3385.980196,3439.522768,3350.950714,3442.624852,3503.287037,3407.622414,3499.384638,3364.077677,3425.018257,3428.577869,3411.829476,3436.619501,3435.170606,3454.827905,3444.381348,3475.108768,3484.604724,3415.838063,3419.942002,3481.037969,3429.811623,3464.173062,3428.116435,3547.534262,3523.125725,3467.741453,3388.789827,3376.259453,3447.344442,3477.451629,3450.280897,3412.595164,3502.139001,3486.186796
77,3448.967559,3411.926065,3380.884451,3434.094137,3345.933212,3436.839808,3498.155978,3401.686978,3493.745006,3358.532441,3419.258721,3423.319244,3406.374472,3431.428855,3429.049166,3449.117421,3438.741985,3469.503918,3479.198251,3410.381723,3414.707221,3475.501997,3424.651432,3459.096304,3422.536473,3541.913959,3517.547452,3462.006215,3383.115863,3371.343583,3441.818461,3472.13644,3444.480192,3406.648385,3496.033617,3480.835067
77.2,3442.74027,3406.475186,3375.802829,3428.687368,3340.987911,3430.866422,3492.675515,3395.680721,3487.916491,3352.811179,3413.519031,3417.773583,3400.778014,3426.054111,3422.6884,3443.580939,3432.916406,3463.934612,3473.834753,3404.994248,3409.238752,3469.823573,3419.342385,3453.885911,3416.74751,3536.068917,3511.942324,3456.210179,3377.303307,3366.333837,3435.998795,3466.729057,3438.63287,3400.359719,3489.914213,3475.376077
77.4,3436.322216,3400.914488,3370.757454,3423.165138,3336.029355,3424.536834,3486.878633,3389.362922,3481.692581,3346.78724,3407.662505,3412.054821,3395.50388,3420.617795,3416.192598,3438.024304,3426.562592,3457.869349,3468.300103,3399.57291,3403.682127,3464.123934,3413.96981,3448.256966,3410.656526,3530.108825,3506.181302,3450.175404,3371.699898,3361.146718,3430.092641,3461.081246,3432.727132,3393.705046,3483.747779,3469.717657
77.6,3429.64757,3395.16256,3365.64594,3417.58295,3331.252725,3417.76031,3480.868945,3382.659401,3475.33933,3340.225396,3401.699994,3406.065776,3390.109358,3415.011923,3409.479924,3432.182988,3419.47203,3451.471236,3462.543109,3394.006015,3398.213081,3458.404829,3408.390004,3442.440688,3403.904176,3524.02435,3500.538265,3443.982479,3365.807271,3356.046929,3424.181836,3455.347825,3427.132454,3386.590831,3477.579135,3463.937463
77.8,3422.556331,3389.236049,3360.213835,3411.92316,3326.338258,3410.411854,3474.645356,3375.515007,3468.588317,3333.342539,3395.600893,3399.955353,3384.762944,3409.161237,3402.205452,3426.266365,3411.977975,3444.564234,3456.847284,3388.275206,3392.606473,3452.465453,3402.75515,3436.584556,3396.586896,3517.665716,3494.650215,3437.721342,3359.798742,3350.739348,3418.138596,3449.455742,3421.474315,3379.268712,3471.606292,3458.089008
78,3415.192266,3383.01761,3354.752784,3406.049402,3321.497803,3402.619007,3468.185384,3367.820342,3461.18519,3325.914285,3389.377443,3393.645046,3379.4148,3403.23907,3394.229456,3420.231033,3403.835135,3437.237496,3450.62279,3382.36543,3386.943326,3446.378601,3397.149431,3430.6291,3388.660011,3511.412996,3488.45591,3431.503432,3353.83893,3345.271198,3411.995048,3443.67822,3416.044106,3371.618194,3465.602377,3451.898623
78.2,3407.115536,3376.432873,3348.819459,3399.908854,3316.40705,3394.242909,3461.657177,3359.227551,3453.149328,3317.921992,3382.858728,3387.192378,3373.881047,3396.999008,3385.624552,3413.766445,3394.628611,3429.166644,3444.22578,3376.170253,3381.227154,3440.032958,3391.411328,3424.592088,3380.156443,3505.217803,3482.051735,3424.972019,3347.554054,3339.836402,3405.532653,3437.779875,3410.732419,3363.370802,3459.747008,3445.579546
78.4,3398.021982,3369.400909,3342.416397,3393.46191,3310.779941,3385.021203,3455.192081,3349.669159,3444.116742,3308.858619,3376.054347,3380.358804,3367.65908,3390.408433,3376.134813,3406.891786,3384.482003,3420.247018,3437.47995,3369.752349,3375.199479,3433.269684,3385.513226,3418.692395,3370.595391,3498.960287,3475.43947,3418.268008,3340.913804,3333.968847,3398.72835,3431.744041,3405.203578,3354.393998,3453.801196,3439.100018
78.6,3387.477375,3361.968983,3335.671027,3386.409429,3304.535106,3374.504905,3448.476504,3338.750871,3433.909436,3298.69576,3369.049056,3373.163876,3360.885222,3383.323398,3365.402296,3399.740131,3373.172703,3410.279761,3430.30144,3363.063483,3368.734133,3426.025735,3379.456063,3412.831834,3359.803978,3492.496057,3468.319851,3411.019216,3333.955753,3327.498325,3391.362873,3425.625197,3399.115449,3344.12772,3447.552629,3432.014398
78.8,3375.544502,3354.168883,3328.565754,3378.807664,3297.798162,3362.531474,3441.095719,3326.093284,3422.301309,3287.196595,3361.504441,3365.451923,3353.471194,3375.696444,3353.400788,3392.257379,3359.976241,3399.103769,3422.43436,3355.855336,3361.84766,3418.272164,3373.050714,3406.791156,3347.441997,3486.045869,3460.832867,3403.32171,3326.597183,3320.512311,3383.177762,3419.526968,3392.844734,3332.209548,3441.164193,3424.115872
79,3361.485306,3345.928923,3320.859155,3370.605557,3290.127798,3348.878125,3433.113016,3311.575947,3409.498082,3273.9492,3353.310223,3357.085406,3345.0652,3367.311133,3339.753134,3384.111753,3344.839228,3386.278335,3413.965774,3347.960123,3354.141477,3409.922456,3366.364276,3400.240245,3333.355904,3479.115712,3452.615454,3394.75748,3318.474292,3312.815692,3374.029314,3413.177448,3386.191796,3318.39846,3434.52945,3415.620767
79.2,3345.191063,3337.031021,3312.516371,3361.459462,3281.600441,3333.037091,3424.147419,3294.767975,3394.730156,3258.496885,3344.413036,3347.816586,3335.782892,3358.157609,3324.147776,3375.262116,3327.57864,3371.60392,3404.336882,3339.132992,3345.830129,3400.838635,3359.471863,3393.427929,3316.723074,3471.733054,3443.36262,3385.319868,3309.621635,3304.12522,3364.276456,3406.586511,3379.000113,3302.159199,3427.329178,3406.102302
79.4,3326.1,3327.435728,3303.412962,3351.311641,3272.492573,3314.578002,3413.867546,3275.031073,3378.095641,3240.965561,3334.45852,3337.428234,3325.604892,3348.046958,3306.108898,3365.593842,3307.39452,3354.684122,3393.5517,3329.227349,3336.665552,3390.786452,3351.925484,3386.020608,3297.301445,3463.879389,3432.998703,3374.800478,3299.649541,3294.732507,3353.613113,3399.582722,3371.543548,3283.028444,3419.774963,3395.404283
79.6,3303.931694,3316.717889,3293.203547,3340.141628,3262.727458,3293.223223,3402.334726,3251.813043,3358.603663,3220.62545,3323.225746,3325.886026,3314.41162,3336.780664,3285.215289,3354.870072,3283.753808,3335.041398,3381.631847,3318.130445,3326.598658,3379.611649,3343.795488,3377.781339,3274.151614,3455.388625,3421.3422,3363.189905,3288.669569,3284.472457,3341.942585,3391.942024,3363.699322,3260.428115,3411.62703,3383.621122
79.8,3277.868277,3304.90481,3281.883155,3327.769614,3251.841412,3268.39452,3389.69735,3224.886596,3335.94944,3196.819762,3310.810651,3313.074149,3302.114099,3324.379222,3261.006267,3342.728449,3256.359126,3312.09984,3368.631735,3305.915689,3315.428841,3367.152467,3335.253018,3368.685378,3246.809267,3445.867592,3408.094597,3350.122307,3276.468997,3273.152424,3329.539136,3383.306799,3355.096866,3233.620067,3402.531118,3370.562708
80,3247.76496,3291.900571,3269.356844,3314.173074,3240.265136,3239.594174,3375.916279,3193.286575,3309.289653,3169.631078,3297.187416,3299.165682,3288.729314,3310.82712,3232.973896,3329.555423,3224.508467,3285.822424,3354.561614,3292.654608,3303.343174,3353.403519,3325.970816,3358.785162,3214.509107,3435.324907,3393.415275,3335.794371,3263.151153,3261.020282,3316.296233,3373.611,3345.5585,3201.844501,3392.327135,3356.167578
80.2,3213.455422,3277.713891,3255.961233,3299.662822,3227.754297,3206.972726,3360.988972,3157.234824,3279.1064,3139.00197,3282.29704,3284.21165,3274.107301,3296.176793,3200.990741,3315.103285,3188.035149,3255.98422,3339.375374,3278.53366,3289.912274,3338.224293,3315.674433,3347.68092,3177.208873,3423.59339,3377.420945,3320.25862,3248.766579,3248.036235,3301.742665,3362.678223,3334.677737,3165.00764,3380.867333,3340.567889
80.4,3175.639078,3262.300664,3241.574203,3284.123456,3214.134076,3171.031961,3344.990176,3117.135257,3245.361068,3105.122925,3266.187603,3268.280333,3258.379051,3280.168658,3165.632354,3299.410468,3147.3778,3223.077964,3323.128117,3263.192736,3275.102189,3321.733035,3304.382494,3335.220605,3135.020669,3410.149526,3360.07068,3303.446399,3233.226549,3234.0177,3286.071331,3350.299909,3322.029728,3123.282038,3367.575535,3323.812912
80.6,3135.073707,3245.902098,3225.870758,3267.247625,3198.97466,3132.656114,3327.426308,3074.111577,3209.323699,3068.943234,3248.664245,3251.092491,3241.405142,3262.788947,3127.85014,3282.220752,3103.441623,3187.734775,3305.537484,3246.450108,3258.573074,3303.762039,3291.482458,3321.104724,3089.313398,3394.598828,3341.248181,3285.169915,3216.317588,3218.623196,3269.100697,3335.822008,3307.368488,3077.868212,3352.32267,3305.660529
80.8,3092.8804,3227.683805,3208.261,3248.451321,3182.191836,3092.84638,3307.595896,3029.323163,3171.735355,3031.740029,3229.003999,3232.111647,3222.376943,3243.461447,3088.525128,3263.053316,3057.477149,3150.839961,3285.533391,3227.529796,3239.877632,3283.596116,3275.724103,3304.322002,3041.497996,3376.048096,3320.574989,3264.738412,3197.196393,3201.392459,3249.758969,3318.550957,3289.732601,3030.251746,3333.962427,3285.792409
81,3050.276004,3206.464146,3187.734254,3226.545597,3162.32104,3052.61882,3284.041757,2984.794349,3133.503852,2994.092403,3205.998653,3209.907083,3200.299582,3220.850872,3048.612736,3240.403149,3011.393454,3112.851245,3261.827296,3205.246544,3217.529818,3259.911006,3255.822026,3283.366592,2993.398418,3352.91629,3296.848475,3240.761574,3174.728638,3180.96773,3226.98633,3297.180491,3267.705068,2982.459907,3311.43426,3262.85799
81.2,3008.061943,3180.993941,3162.593228,3199.814574,3138.244818,3012.076874,3255.667334,2941.838178,3094.618316,2956.638566,3178.429732,3183.043198,3173.631383,3193.454786,3008.416088,3213.168232,2966.60445,3074.068882,3233.305407,3177.993776,3190.508682,3231.305747,3230.417764,3256.650015,2947.180317,3323.556809,3268.465423,3211.526337,3147.600221,3156.232214,3199.595681,3270.068798,3240.069639,2936.567138,3283.145281,3235.350427
81.4,2966.715164,3149.890135,3131.527225,3166.800015,3108.779813,2971.23369,3220.834595,2901.879645,3055.445576,2919.739288,3144.865957,3150.092767,3140.864511,3160.010432,2968.076273,3179.822861,2924.838525,3034.494268,3198.234865,3144.665427,3157.696509,3196.199318,3198.061885,3222.968079,2904.871842,3286.461515,3233.79188,3175.589592,3114.644158,3125.87285,3165.566557,3235.826255,3205.692772,2894.502523,3247.779051,3201.770116
81.6,2926.860618,3112.018132,3094.141456,3126.819646,3073.440918,2930.548358,3179.009668,2865.927174,3016.404187,2884.02319,3104.486309,3110.170524,3101.182023,3119.649734,2927.957927,3139.778813,2887.222081,2994.643781,3156.019559,3104.705936,3118.447964,3153.975274,3158.116214,3181.68184,2868.08784,3241.037546,3192.06881,3132.339703,3074.831212,3089.472253,3124.217661,3194.11398,3163.708674,2857.793313,3204.329489,3161.281782
81.8,2889.442892,3067.673938,3050.444975,3079.884561,3032.204503,2891.055693,3130.738882,2834.72687,2978.416798,2850.139637,3057.690159,3063.468658,3055.052551,3072.266269,2888.88803,3093.318135,2854.640396,2955.615343,3107.329373,3058.745276,3073.151018,3104.849462,3111.217682,3133.29606,2837.72298,3187.76708,3143.086657,3082.186878,3029.09761,3047.218693,3076.171568,3145.234079,3114.764845,2827.413341,3153.621841,3114.043598
82,2855.441101,3018.439109,3001.888071,3027.64468,2986.759978,2853.974439,3077.900253,2808.446433,2942.998379,2819.291123,3006.170797,3011.723316,3003.797524,3019.752935,2852.557195,3042.241847,2827.243977,2918.894429,3053.799047,3008.28579,3023.715492,3050.529187,3058.807674,3079.501789,2814.186544,3128.456539,3088.453922,3027.162929,2979.080608,3000.716326,3022.912111,3090.488382,3060.352942,2803.747374,3096.861258,3061.64801
82.2,2826.347321,2966.849934,2951.441665,2973.088822,2939.579916,2821.787647,3023.097928,2787.340548,2912.190187,2792.924939,2952.491875,2957.779945,2950.549312,2964.838641,2820.905037,2989.274885,2805.466399,2886.709505,2998.025616,2956.396568,2972.657666,2994.03739,3003.406425,3022.894307,2797.072871,3065.924234,3031.337061,2970.394193,2927.235025,2952.319522,2967.237604,3032.561011,3002.93215,2786.298135,3036.594022,3006.892951
82.4,2803.203179,2916.402209,2902.21533,2919.793987,2893.651531,2796.36725,2970.055478,2771.223088,2887.695428,2772.241195,2900.257638,2905.211614,2898.751225,2911.309679,2795.761319,2937.773446,2788.8512,2860.799123,2943.963285,2906.373075,2923.25082,2938.998948,2948.014431,2966.383657,2785.523453,3003.79167,2975.409192,2915.398232,2876.983459,2905.433774,2913.189304,2974.776332,2945.245511,2774.354685,2976.390533,2953.305938
82.6,2786.288373,2870.213596,2857.120781,2871.116313,2851.765731,2778.015012,2922.017179,2759.433189,2869.774972,2757.286328,2852.768995,2857.169804,2851.480482,2862.309389,2777.467534,2890.776913,2777.014243,2841.795752,2894.664922,2861.1644,2878.46492,2888.568909,2895.721076,2912.788976,2778.126759,2945.260271,2923.904955,2865.496976,2831.605182,2862.699436,2863.627919,2920.033655,2890.688182,2766.535639,2919.713581,2904.366548
82.8,2775.012481,2830.686432,2818.733634,2829.885896,2816.315937,2766.057719,2881.199064,2751.262458,2857.941035,2747.345137,2812.375157,2816.233118,2811.300642,2820.693038,2765.555721,2850.738829,2768.930612,2829.098027,2852.375023,2822.744849,2840.418097,2845.629334,2849.086603,2864.780846,2773.554904,2893.21004,2879.80508,2823.062866,2793.001779,2826.434257,2821.05999,2871.07925,2841.636737,2761.685467,2869.094498,2862.50378
83,2768.146456,2799.496526,2788.633747,2797.585371,2788.566406,2759.374612,2849.067249,2746.062226,2850.945673,2741.35444,2780.651483,2783.953826,2779.836866,2787.887661,2758.436814,2819.043163,2763.767196,2821.384493,2819.122688,2792.73887,2810.501387,2811.818249,2810.138383,2824.603251,2770.902587,2850.015309,2844.933795,2789.504221,2762.587601,2798.05663,2787.290854,2830.206232,2800.519299,2758.775267,2826.951057,2829.636888
83.2,2764.187564,2776.759335,2766.610464,2774.170787,2768.593339,2755.803086,2825.731911,2742.836307,2846.961675,2737.857624,2757.681521,2760.510671,2757.071147,2764.145852,2754.549083,2795.521497,2760.650903,2816.959883,2795.019352,2770.771229,2788.753284,2787.303841,2779.774123,2793.221786,2769.258011,2816.449187,2819.138884,2764.925409,2740.602502,2777.480182,2762.259224,2798.507678,2768.408237,2757.086193,2794.465863,2805.858913
83.4,2761.84189,2761.260942,2751.964513,2758.655844,2755.292244,2753.709974,2810.063685,2740.728215,2844.413067,2735.569809,2742.407573,2744.670284,2741.866311,2748.018064,2752.144294,2779.519952,2758.537867,2814.308195,2778.686956,2756.093316,2774.097988,2770.897421,2757.934972,2770.543094,2768.075515,2792.427015,2801.61641,2748.358201,2725.738038,2763.644437,2744.919531,2775.700985,2745.514351,2755.961236,2771.190286,2790.123167
83.6,2760.291422,2751.527439,2743.066724,2749.186249,2747.242626,2752.250397,2800.159001,2739.369659,2842.569772,2733.809315,2733.126559,2734.881529,2732.576549,2737.96888,2750.355563,2769.44979,2756.763513,2812.441752,2768.501031,2746.914375,2765.075538,2760.8574,2743.521636,2755.715811,2767.107371,2776.760233,2790.748375,2737.975116,2716.443294,2755.299638,2734.094236,2760.606218,2730.447214,2755.281414,2755.972501,2780.557144
83.8,2758.982211,2745.96786,2738.185476,2743.83795,2742.742746,2750.914995,2794.403226,2738.363778,2840.953768,2732.3845,2728.152431,2729.37702,2727.356964,2732.187135,2748.68889,2763.429668,2755.291584,2810.745912,2762.923442,2741.71002,2759.917774,2755.127671,2734.756646,2747.030491,2766.353829,2767.513189,2784.707546,2732.133884,2711.121225,2750.635332,2727.899182,2751.49709,2721.758761,2754.884337,2747.136596,2775.22374
84,2757.73459,2742.657549,2735.434126,2740.882686,2740.049777,2749.415524,2790.968932,2737.360007,2839.319839,2731.128438,2725.502461,2726.511917,2724.636591,2729.033864,2747.064428,2759.913928,2754.07633,2809.171118,2759.688098,2738.611232,2756.995992,2751.984433,2729.991979,2742.227901,2765.64307,2762.571732,2781.452939,2729.078088,2708.084719,2747.820867,2724.325575,2746.643462,2717.178457,2754.464552,2742.430906,2772.18421
84.2,2756.416361,2740.525395,2733.824122,2739.343659,2738.301621,2747.885205,2788.578944,2736.251512,2837.820704,2729.95624,2724.124776,2724.860342,2722.956347,2727.265545,2745.340337,2757.994003,2752.843125,2807.490409,2757.685344,2736.851119,2755.145082,2749.888496,2727.532184,2739.714694,2765.040003,2760.211123,2779.786398,2727.433538,2706.1503,2746.121489,2722.401617,2743.992114,2714.864097,2754.119473,2740.206447,2770.420366
84.4,2755.007215,2738.914847,2732.44787,2738.304223,2737.117678,2746.396627,2786.488091,2735.242025,2836.407595,2728.792017,2723.186292,2723.810342,2721.776181,2726.224045,2743.507166,2756.476359,2751.892846,2805.641569,2756.366803,2735.423904,2753.5869,2748.244528,2726.165474,2738.502669,2764.416419,2758.926179,2778.624501,2726.530852,2704.856863,2744.781482,2721.246757,2742.375265,2713.634365,2753.838506,2739.215124,2769.0497
84.6,2753.473594,2737.614209,2731.227334,2737.328999,2736.097138,2745.029311,2784.739503,2734.279961,2834.964562,2727.630918,2722.283575,2723.011272,2720.857028,2725.595852,2741.713193,2755.191122,2751.150432,2803.648,2755.331399,2734.225165,2752.036984,2746.867057,2725.186179,2737.6761,2763.864818,2758.118383,2777.685213,2725.906469,2703.867333,2743.429633,2720.286024,2741.261026,2712.733014,2753.340896,2738.508814,2767.91121
84.8,2752.117354,2736.392115,2729.915855,2736.324526,2735.012602,2743.771363,2783.076601,2733.516027,2833.489703,2726.470219,2721.162512,2722.204513,2719.970085,2725.049077,2739.968101,2754.276688,2750.437735,2801.783782,2754.411475,2733.022647,2750.551049,2745.674249,2724.488978,2737.051847,2763.362245,2757.659273,2776.855412,2725.410415,2703.021659,2742.161477,2719.219971,2740.437861,2711.892613,2752.705179,2737.877716,2767.127989
