;Температура;A1;B1;C1;D1;E1;F1;G1;H1
;65;2,42846863160793;2,59891438498471;-0,701869524860115;3,26948327103622;-0,206296599649818;-0,761540283762656;-0,254314027744726;-0,159745684779296
;65,2;5,26168203515084;5,63098116747142;-1,52071730386325;7,08388042057749;-0,446975965906944;-1,65000394815308;-0,551013726779104;-0,346115650354477
;65,4;4,85693726321614;5,19782876997368;-1,40373904971995;6,53896654206903;-0,412593199297504;-1,52308056752588;-0,508628055487321;-0,319491369558023
;65,6;4,85693726318374;5,19782876995606;-1,40373904972847;6,53896654211309;-0,412593199275619;-1,52308056752148;-0,508628055484337;-0,319491369567402
;65,8;4,85693726344294;5,19782877006264;-1,40373904965799;6,538966541805;-0,41259319946235;-1,52308056756468;-0,508628055517022;-0,319491369486116
;66;4,88125635043787;5,16367017279833;-1,55596482170012;6,35279813848769;-0,45068962015975;-1,58128109929933;-0,551284444763098;-0,27370604583453
;66,2;4,8931366112285;5,40758094446204;-0,760070093788556;7,59540750903824;-0,195281260235873;-1,17399974158744;-0,161752785311791;-0,49036662581571
;66,4;3,24010897410233;5,61652206084176;1,92011129570432;9,1001341463965;0,195618464843932;-0,811355557850248;-0,535803604857819;-1,58057731525687
;66,6;3,25194105024281;5,31688785829004;5,28890019644365;10,8359328325534;-0,0732813910236985;-0,568339950310417;-1,03522669602299;-1,92283930351465
;66,8;6,03632113213479;6,61716318612179;8,47818151977691;12,6371098037353;-0,507699673897264;-0,0611869266960241;-0,112731098598573;-1,78132656052355
;67;8,46191167112352;8,81534805968414;12,7685829082918;13,531536705319;-0,0719223825410609;-0,334659420546188;-0,0379717398888602;-2,16688075964811
;67,2;10,7581360251044;10,9634051491784;16,8652256741251;14,4177440028241;-0,273194262000374;-0,93933035318571;-1,29070957847233;-2,19817334555131
;67,4;13,8947053095228;12,4635136582398;19,3683277165658;16,2165304766307;-1,41425217291172;-0,88909911565807;-1,07577926189009;-1,8303030432584
;67,6;15,7795511557237;13,1705982459778;21,1774828789564;18,3583686177607;-1,73758087638603;-1,36636670836552;-0,717955785478779;-1,73043149346512
;67,8;15,3206749411046;13,3017804792181;21,9531264680555;21,4062993900669;-2,01376733000984;-2,25289485240978;-2,50172052147903;-1,81512251746682
;68;15,967912434995;13,7970142883236;22,6618861263623;24,6971612316665;-2,94045554951182;-1,9267768164201;-3,66255002305664;-1,45233665944261
;68,2;17,0307045122092;14,9850702174925;23,3869940685318;27,3439353824256;-3,51886875708729;-1,46720160457178;-3,00136984793497;-1,64744336603079
;68,4;17,3246503855032;16,9531279211446;24,8785076887646;29,7418019311618;-2,98716593766017;-0,952503334909522;-2,85233981330904;-1,93294269224424
;68,6;17,1477969799312;19,4955021690762;26,2852648233837;31,1059491278709;-2,40544138274629;-0,021567912110072;-3,15724253943742;-2,07044943046554
;68,8;18,0568018171007;21,995495160578;27,7077430973904;31,5939833131353;-1,81576200967712;0,115612460410119;-2,08861229394742;-2,09939221776153
;69;19,1975444098981;23,8236120982896;28,9534476711489;31,4306939465567;-1,12088716122642;-0,488085996890959;-0,910687652035307;-2,41775481786547
;69,2;18,7802811084961;24,2051083757158;30,1221487895515;31,4365122279668;-0,607568671747032;-0,545852759136949;-1,01582889265885;-2,71361963959379
;69,4;18,4252337484745;23,9213161716327;30,6639509899554;31,5984140272133;-0,885828507205844;-1,27827468312574;-0,665183575348607;-2,62783227152184
;69,6;18,9253463803604;23,6396332340826;30,695998904921;31,3667213183885;-1,50789900051464;-2,49073228673424;0,271342848008373;-2,54012468313874
;69,8;19,0017748639028;23,4078230161504;30,7883244938347;30,8183213054204;-2,13977163511629;-1,95823272282965;0,326612768969454;-2,08474267764544
;70;18,0854015372302;22,5386091524365;30,9323479086825;31,0481898301609;-2,85026278100247;-1,38226741029158;-0,177490179979998;-1,39657701095899
;70,2;18,6796000092991;22,9874043156488;31,7204265691205;32,3821103662053;-3,40546804319004;-2,05438503047901;-0,685331743784161;-0,88731490885948
;70,4;20,1066337748497;24,3711260657892;31,4323044292649;34,1796146694867;-3,33504515671464;-2,5843011564082;-2,07076468399549;-0,659082552822525
;70,6;20,1557740343549;25,1449344730341;31,0733530460257;35,5821616687038;-2,5439427873799;-2,08165594059338;-3,16224179368206;-0,646215777631483
;70,8;19,840410905235;25,6116294701059;32,2535423875331;36,6231885040571;-2,12767352300503;-2,84023578743643;-2,44256718531602;-1,09540763294561
;71;20,6174978956568;26,6854863546217;33,1865107884502;37,2785895014891;-1,76971296164808;-2,90290859026641;-2,29503181004787;-1,09629549847199
;71,2;20,672465356233;26,4265661666244;32,2874526843611;37,0116548126728;-1,3630637566304;-1,15805722173036;-2,02409005745679;-1,2749302961484
;71,4;19,3477609657322;24,6214802721653;33,2277381968245;35,4334353779754;-1,86634397405669;-0,250245965067961;-0,465538305836333;-1,70700421006615
;71,6;19,6993581154322;23,4668987507436;35,3594996970278;34,8510508624474;-3,0636093248053;-0,170905676183679;-0,122532853838067;-1,06266418330293
;71,8;20,7172061465889;23,458970209694;35,1065583997692;35,5269082127208;-3,52015530285087;-0,020856428207594;-1,22762863723864;-0,125519352537964
;72;21,2333379020737;23,2937716699161;35,00019363967;35,9625587229064;-3,55872350646507;-0,407115300622536;-0,947160332340644;-0,272127319300495
;72,2;21,5916252038863;23,2891324413356;35,4686288699565;35,8746728459261;-2,94607203646592;-2,14758250051034;-0,794868685847234;0,260801521362737
;72,4;22,0855130966629;24,7866312096261;34,3847366889247;36,3919372265428;-1,61506798083124;-2,44059657407561;-2,03933370120623;0,703954925648134
;72,6;22,2126024304234;26,7283085533106;33,4050693079342;37,2638536489814;-0,116969353699687;-2,12362739980236;-2,13242955359377;-0,555153614718762
;72,8;22,4834611071532;26,8706607494008;33,2499105579734;37,3155522891227;1,26929110806586;-1,73532661370757;-1,72156501496048;-2,2673611539939
;73;21,7880257790156;26,7427604108769;32,456547394402;37,6856538688929;1,46367991540629;-1,71955177596956;-1,89515199577315;-3,08941172392011
;73,2;20,8437284539241;28,0106763921862;33,0514683760399;39,1815960980264;0,482819569919002;-1,3486328406816;-1,46798257153208;-4,00271872557951
;73,4;21,1832962908605;29,7282932764006;34,7944081323752;40,6498745052738;-0,184712974973849;-1,68564360383385;-0,98723536893246;-4,69227205588226
;73,6;20,9224260715737;30,4807283954199;34,4374128157912;41,8167272621324;-1,76366846381384;-2,04843154992773;-1,55569987337586;-3,89621392765505
;73,8;19,4792979669316;31,6681187865595;34,5496993258035;42,9174235644081;-4,17658367668807;-1,44441905691068;-1,80665545530118;-2,35872801434425
;74;19,3517857592818;33,821570996073;35,4099940702193;43,3606398378191;-4,71964944505714;-0,997412930945245;-1,45748584061081;-1,59635880408246
;74,2;20,0533758965213;34,3830550682864;34,7309535248402;43,5916097764158;-4,71042586673079;-1,17769145403557;-1,64168236406354;-1,09477545748589
;74,4;19,2154819959379;33,1123154776091;32,8640238657383;44,2296000955798;-4,91767894345273;-1,43016780159797;-1,50273755345694;0,091169837596965
;74,6;19,2263528293371;32,7116123788662;32,6556123308694;44,3630029636313;-3,75634718111954;-2,43355794235029;-0,551077782426717;0,591709466681607
;74,8;20,3749666776166;33,7593082220815;32,9931324957374;45,1631943550905;-2,22117254232515;-4,13937478788597;-0,690882533297525;-0,356883435613611
;75;20,1529005355458;33,8603601317017;32,4089916250867;46,6851005702196;-1,36852333009926;-4,52418023482622;-2,1944214317935;-1,38945528015171
;75,2;19,6724238241401;34,6392362022807;32,5565794514375;48,3971504881609;-0,574940261306693;-4,41498499545389;-3,30139664091476;-1,85856666628041
;75,4;20,6003565336516;37,2930236237846;34,3515595411387;50,8641249571508;-0,991660575317468;-3,73014256096695;-3,6885498971148;-2,95726721721508
;75,6;20,1086688070021;39,921950848159;35,0990609086995;54,2709926840078;-1,29714589949444;-2,64912601390819;-4,1804039857125;-4,13247149944439
;75,8;19,3009495161795;41,4992676478882;34,2158400405077;58,9081387269036;-1,08234581559017;-1,55726382587673;-4,42512978991957;-3,78063480344338
;76;19,9043764957256;44,1125262979982;33,8163756897842;64,8736384365333;-2,29617877845939;-1,42036099828985;-3,64790659934258;-2,35485791395604
;76,2;20,492873181944;48,3012412165768;32,9322390114939;71,0322618862909;-3,30134432796342;-0,820799937001055;-2,58417083667354;-1,78388091660452
;76,4;20,5340553025397;51,5978668478782;30,7807393808301;76,9451862168341;-2,20705378185258;-0,487109923801796;-2,00445334285263;-1,81218170345147
;76,6;21,2598263424847;54,3354808732754;29,6501211560468;84,2484351228958;-1,9482766053558;-1,30664546884347;-1,95352007720956;-1,58318513251189
;76,8;22,2793166448653;58,3679230909762;29,6734333627126;90,3613231808296;-3,02002059002575;-2,27950147765597;-1,55061588403569;-2,09533520322779
;77;21,9906217576474;62,9047180227677;30,1601017966388;95,9111470130557;-2,82666844756605;-2,64931545454644;-1,27774941563771;-3,20953914743512
;77,2;21,461233958474;65,8776031944882;30,7013765474466;103,502329003772;-2,15384141715504;-3,62266436666644;-1,69581007570258;-3,56048861234996
;77,4;21,6054754869803;69,3775186380452;31,5423796892421;111,536882344368;-2,82477282995245;-4,36568121273325;-2,3517506920065;-2,74307468571138
;77,6;21,4126500529638;74,1396930285434;32,2540309696026;117,521451732317;-3,62994378545864;-2,72768144090563;-2,28337647255572;-2,12433855916657
;77,8;19,6765245910956;77,6050740186358;31,3859082912182;124,713018628449;-2,48391584496517;-2,02759755685378;-1,86278545142244;-1,85518832057568
;78;19,3911834087913;80,6396733621658;30,553354210644;131,829903027626;-1,09413165584499;-2,77223256608551;-1,67895618832873;-1,58947764848662
;78,2;19,5176900743147;85,4046599561428;30,8704313457574;136,355185554625;-1,21868501835337;-2,1620187963677;-1,46579176027458;-1,73933543085269
;78,4;18,0790523169031;90,0639544902266;30,3687309077907;141,112122691621;-1,59976436625556;-2,08796999655632;-1,0626562302555;-2,51495699175649
;78,6;18,3019021057184;94,0273084160272;29,4595220860535;146,502295000534;-1,72122968807471;-3,67432129258518;-1,33289755608118;-3,2912392903954
;78,8;19,7326959373338;98,6296008029095;30,4706776523523;150,20573345622;-2,84608948117409;-3,40440390566314;-1,77494228151673;-2,83088736792337
;79;19,6681329712339;102,441912058928;29,7103138647503;153,64141763877;-4,52830876145143;-1,94826639630875;-1,93998237631504;-1,96169196831676
;79,2;19,3488007412027;104,662858623102;27,7011430831925;157,112595733984;-5,44100302799563;-2,64245719037305;-2,0941046793601;-1,55390843091055
;79,4;20,0195388771124;106,183914564854;27,7247295005165;158,50175957976;-5,51360486459231;-3,1251665607428;-1,51633255323347;-1,22157480753145
;79,6;19,4325639716169;106,527743893554;27,6555853233484;159,125491709091;-5,152690678201;-2,79121117137649;-0,706107972674346;-1,05476694890783
;79,8;18,9959012441396;106,316012999707;26,6736534805472;159,710941885462;-4,62132540532963;-3,48251495763037;-1,14076236578583;-1,50710112297162
;80;18,9085037756841;106,088696608034;26,8879427724963;159,55477303891;-3,42729399904044;-3,76531077820133;-1,77480641506023;-2,17756317630659
;80,2;18,9941979491306;103,931166251563;27,6531795054771;157,874024791581;-2,17668220694918;-2,68425147571435;-1,83752798395702;-3,0511983925831
;80,4;19,2162159066915;101,341746170066;26,4188098612536;155,494810589597;-1,59883533794584;-1,63475728686663;-3,36412208420967;-3,45072815914151
;80,6;18,9402423133137;99,2023015387055;25,0096176915855;151,831456231716;-1,49826103981638;-1,03405876292456;-4,78240874948867;-3,55783925591666
;80,8;19,1482950532097;95,5112101282306;24,2318774120903;146,299309554274;-2,05525153591296;-0,504556835166028;-4,47553574418905;-4,29830275184841
;81;20,1391343646327;90,3925665667155;24,3844995844876;139,304117528778;-3,29232859092173;-0,61200024035287;-3,92675747011111;-4,75017371074529
;81,2;20,4861217401583;86,1384807570181;24,2155010705639;132,257774108586;-3,87513743034233;-1,40483114791905;-3,84597143342774;-4,11214211446051
;81,4;19,970455959868;81,0039071064527;24,8695396797336;123,889782495006;-3,40883939772837;-2,30183925195334;-2,70354221338309;-3,23550906090773
;81,6;19,8116816265386;74,5856523316922;26,3522384949735;114,666930482952;-2,94698953975242;-2,74879146264837;-1,37752405701107;-2,46579723758586
;81,8;19,0863755021641;68,5856393204031;26,2688257945067;104,917567272967;-2,00083120594883;-2,77550258483387;-1,24566527796318;-2,05913783809464
;82;17,6287793472223;61,8119394748669;25,4049519817085;93,1973911332709;-0,832333407972357;-3,17154478403509;-1,0021309251627;-1,45083842784658
;82,2;16,7406728887384;53,9714514015112;25,5079840286365;80,5307699488276;-0,754603648989161;-2,83583750097577;-0,682219291979038;-1,07331005983241
;82,4;16,5801947849845;47,1940714456467;25,3604766531487;68,9290904111763;-1,52142250766829;-2,36540062699433;-1,16426387192561;-2,40911381238121
;82,6;16,5015110366336;41,2991727847829;24,1174710538593;57,0734107805268;-2,39552321269258;-2,71080770035965;-1,87207129673283;-2,76063898305139
;82,8;16,2052160127516;34,6547984554736;24,4632173118538;45,8017325397039;-3,20025969354518;-3,32251972392001;-2,0999114765327;-1,62677270235505
;83;16,7219494837359;29,4629607510649;25,2126614217815;37,2935954384801;-3,77583146148453;-3,5232526419621;-3,10602319004914;-2,48049726750011
;83,2;16,5460439711077;26,5538838263839;24,3445017736639;29,7273816321963;-3,98188544461448;-3,42821043096635;-4,04816537262022;-3,15227503315541
;83,4;16,2794101635083;22,2044080783125;23,6902458168905;22,8552786947624;-3,95731990030839;-3,63448062348297;-4,29583886247812;-2,10803036578014
;83,6;16,8013611304448;17,8944104242377;24,9529804862689;17,3653266869802;-2,94582101778602;-3,83298461323278;-4,85994544768161;-2,61340259151936
;83,8;16,66326134679;16,1257578237195;25,7499036349;12,6117293946722;-2,20111730015844;-3,27443114761351;-4,90195016232278;-3,8733792334007
;84;16,3651744321236;14,3259414713634;24,9307684255515;8,34355444500119;-2,86705866256455;-2,4382233135934;-3,89088832974409;-3,81403282058542
;84,2;17,1525326423128;11,3554794619499;24,965556488547;4,7379783492201;-3,05998647529918;-3,00651817054714;-3,11018525237074;-3,89131919650907
;84,4;16,71062548929;11,1265412352256;25,9600726141437;1,79833396011006;-3,20843434866404;-3,2312830467292;-3,01911802525979;-4,55003133418032
;84,6;14,9236545150751;11,6201627829759;24,7382047197806;1,13345421509976;-4,40529909088099;-2,86192791242826;-1,76593379181099;-4,4824456942446
;84,8;15,0004971892595;9,56341570783152;24,0555958558328;1,76614917917718;-4,79661407247988;-2,95270724452067;-0,835927450508791;-3,97142691403559
;85;14,3168890150572;8,81950523325671;25,7682042295433;1,43450942684709;-3,52461194461185;-3,29885035054119;-1,5860400059637;-3,19286225859557
;85,2;12,6277086157172;9,23914263074195;26,9402038338592;1,92567311928869;-3,20733979937785;-2,6426665030047;-2,17894757774658;-2,92231872890923
;85,4;13,1667689585261;7,49984413642537;27,0520374382002;2,1746350112474;-3,51025554945338;-1,69619602241013;-1,74718276175824;-2,72047166077385
;85,6;15,2568128574755;5,72839707909608;28,0018010067911;0,17274663657048;-3,32516382866032;-0,635624309987435;-2,37576258991268;-2,5442843923301
;85,8;15,6580028411754;6,62857821509689;28,672500659687;-2,07461532855135;-3,36612301563335;-0,158104699882102;-3,11667811640405;-2,11457558118767
;86;16,9833117966628;6,26328056342558;28,6776384107769;-2,31070407850581;-3,95420865554485;-0,894116781346952;-2,77223979646053;-1,77183271619498
;86,2;20,0764412901948;5,31944362066895;29,8872112037758;-2,66989157312452;-3,55805182641546;-1,94967900898064;-2,85313741288448;-2,07684491363324
;86,4;22,2026123759163;5,95607899548966;31,9787684072911;-3,2532502882313;-2,70873175918467;-3,25006845434231;-3,19276110499118;-1,86857326142942
;86,6;23,0071787048837;6,01650315487362;35,0096167432497;-2,90108869570972;-2,51510332567065;-4,91257063644611;-3,82808141869461;-1,58584412496381
;86,8;25,1189849226748;4,76765466197648;38,3986335930399;-2,46214072225982;-2,61586904873155;-5,97736027489816;-4,96460241959198;-2,105230037415
;87;28,3925765803026;4,39874518499565;42,5312534827606;-3,28874734667622;-2,4209639786379;-5,08786703274581;-4,9213620304397;-2,17965655069676
;87,2;31,31248311576;4,53083364793073;48,6901255443718;-4,09341200151943;-2,9390104444839;-4,50096917313601;-4,65449865157694;-1,24079801460056
;87,4;34,8709209187777;3,63575052042009;55,8484144710889;-3,32236022661178;-2,98055261733751;-3,61332392394729;-4,72519546708696;-2,10372729882835
;87,6;40,9971334064322;2,88731960458449;64,424537297148;-2,93437097790985;-3,02817294242089;-2,30796677334496;-3,50879246884844;-2,55898044871898
;87,8;48,3692913319543;3,56655787439308;75,270202000814;-3,16820293919292;-3,83613992512068;-1,55611120979458;-1,59161111949686;-2,61024669563056
;88;54,4277796411612;4,04856451620461;87,3752017465694;-2,30063765755432;-3,76879779129055;-1,51910104618509;-1,62147371598834;-4,27150821298753
;88,2;61,495069912781;3,11054339266732;98,5646322425009;-1,59111893161409;-3,86755827586612;-0,827641428472106;-1,41695711936421;-5,10689538775452
;88,4;69,7608366047396;2,99923025759028;110,373473754497;-2,38881115890408;-4,79261642875272;-0,810917058624341;-0,767204755409239;-3,74231985212504
;88,6;76,8214650812368;3,24654626798932;122,719182638844;-2,48086774898908;-3,89639028985513;-1,6242004083847;-1,27714259146728;-3,74053143781723
;88,8;83,536469078783;2,03178487745802;133,855749284751;-2,14979728574477;-2,15092501252883;-2,32108416862943;-2,38113641347326;-4,53751405240425
;89;91,8194574168581;0,596317421475447;144,222322129165;-2,59090451805406;-2,84826712429009;-3,66059555292836;-2,61870058136708;-3,54192399178373
;89,2;98,6959188020525;1,12829927220659;153,475901650665;-3,05647017295925;-3,19759989055925;-5,36615987034821;-2,73531305304616;-3,69507937356786
;89,4;103,80736598742;2,49625444741824;160,591086067704;-3,1946970135651;-2,99233012690564;-6,45090660550721;-4,18954226068308;-5,24747114088996
;89,6;108,232803082839;2,87894187090487;164,499524656755;-2,98464659194039;-4,18721669787871;-6,165597521601;-4,84900903320067;-5,07965698682625
;89,8;109,839749115455;2,84140887046121;165,258264904978;-2,19018712624973;-5,95911074635552;-5,65872684183262;-4,60170539900517;-3,87227543869059
;90;107,710484508856;3,96022280648864;162,718992003593;-2,48718154477018;-6,50204314217802;-4,88095340402509;-4,7685947816332;-4,30907649273536
;90,2;103,276295320421;3,70543530950556;157,788435328672;-3,20937785430459;-6,00648824151435;-3,5346651244538;-5,76763373799295;-4,18844095530034
;90,4;96,3006523961333;1,67397184056483;149,339676654229;-3,37480177479563;-5,3234753983979;-2,60729514249505;-5,28295621099574;-2,88537532736413
;90,6;87,1098960415601;0,93946848457179;137,818427852531;-4,04216969151292;-4,95574554680744;-3,27384121851125;-4,46067185237538;-2,45651119183606
;90,8;78,1110927493378;1,14820833562703;124,470737872098;-5,1086082415955;-3,94657335072807;-3,45044920598966;-4,44129236508203;-3,04646306133634
;91;68,9094483365567;0,305060530218242;107,937203885207;-5,16143954639858;-2,04541340995746;-2,28979595623002;-3,75616557359379;-3,01349169782952
;91,2;58,9376201329159;-0,983338107305229;89,5205184088512;-4,36370324842216;-1,65693769614492;-2,41501518563766;-1,86310879451185;-3,04521825412834
;91,4;50,3212318254806;-1,27441275598457;72,0442072927044;-4,11831702398374;-2,46723737425754;-3,72576869148901;-0,961879765869327;-3,84880510053819
;91,6;42,5222119728589;-0,437813849760431;55,1799326433205;-4,29746704646888;-2,65535918680911;-3,42244017495645;-1,92626759262069;-4,84020129711695
;91,8;33,0531365735152;0,356257391152468;39,5957425171029;-4,63027295222886;-2,82619770695732;-2,73952134502991;-2,71715825714068;-4,82668611540362
;92;25,5611828706907;0,347400317442634;28,0119634074769;-4,50759607323263;-4,66209545296977;-3,77087285510058;-3,46570134971941;-4,52837723360332
;92,2;21,323591520197;1,57330913008977;18,5664924920046;-4,35664817397509;-6,15669937975184;-4,22348931222132;-4,69849480128758;-4,52465042768665
;92,4;17,2641982066511;2,53739528568772;11,3637038798515;-3,92009653418654;-6,32276877204589;-3,04607139309994;-5,35820588888484;-3,41689283379878
;92,6;14,0615606930518;1,06821693465292;7,52433754638787;-3,14553046176044;-6,21395402863968;-3,21479517671662;-5,05844661846254;-2,85571071198348
;92,8;13,927530787798;-1,09547168628708;5,56687446245704;-2,2812642878273;-6,38521465053174;-4,22609662489137;-5,01175602281066;-3,41894784082228
;93;13,5126181922719;-2,28343736031022;4,28627258400937;-2,08619670867961;-5,80648173284175;-4,36215337861583;-5,83987905351876;-3,29623718140212
;93,2;12,7716365095667;-2,68120569090186;4,2545845919885;-2,67917564608609;-3,83232943593157;-4,57366860350547;-6,01197672239195;-3,23991366685263
;93,4;12,8670900036725;-2,77064410463723;3,31651179216763;-3,26525344945566;-2,20193037540923;-4,63875034574258;-6,12603367245427;-5,0843623792457
;93,6;11,8230154826794;-1,90579432944915;1,90356648950512;-3,51956371656655;-1,9962466624041;-4,12130036779715;-5,88079550446437;-5,9113315160856
;93,8;10,4127340511748;-0,0475056449784006;0,896627448884573;-4,36918388440716;-1,8575838512271;-4,30161641281771;-4,55423411740426;-5,21696976762271
;94;9,10546459711824;1,99260608442401;-0,855590665045014;-4,69466714437019;-1,66799786928607;-4,70542552104362;-2,76868420233413;-5,32411384597879
;94,2;6,41876399386163;2,54338503427633;-1,27544809818417;-3,63831128567369;-3,37186386952837;-4,15118934435483;-1,8036380749372;-5,21031819726929
;94,4;3,59672151977733;3,09846368522742;-0,752605860307227;-3,26849855124493;-5,72794023416066;-4,25854938559795;-1,43959085106999;-3,86947759264061
;94,6;2,73556673599657;3,88791474146316;-0,921404863685922;-2,80757959514148;-6,52636435426359;-4,64210412523883;-0,749288256678682;-3,2070146030054
;94,8;1,31367624893798;4,92487716249045;-1,07017309080973;-2,8198859780727;-9,15277854624776;-4,69631349605677;-1,83291039695675;-2,99009045202013
;95;0,0496071661113717;2,68226862172398;-0,3689413081959;-1,3128748120036;-5,2203759849175;-2,09903906653565;-1,31985280546857;-1,12440427093304
